System_Ref,Name,Telephone,Mobile,E_Mail,Publication_URL,WebSiteCorrected,Availability_Start_Date,Availability_End_Date,Last_Modified,Service_Description,Upload_to_FIDy,Per_Hour,Total_Cost__Hour,Per_Day,Total_Cost__Day,Per_Session,Total_Cost__Session,Per_Week,Total_Cost__Week,Per_Term,Total_Cost__Term,By_Arrangement,Is_Free,Registered_for_Nursery_Grant,Registered_for_2yr_old_Funding,Offers_Extended_Hours,Offers_Stretched_Entitlement,Contact_For_Vacancy_Details,Immediate_Vacancies_Available,Opening_Times_Code,Opening_Times_Description,Note,Provider_Type_Description
10048,Child Health Clinic At Stockwell Children's Centre,020 7326 7328,07398131353,clericalofficer1@stockwell-pri.lambeth.sch.uk,,,25/04/2022,22/07/2022,07/04/2022,"Child health clinics are held in children's centres and health centres across the borough and are open to all families living in Lambeth with a child aged 0-4. Health Visiting services in Lambeth are delivered by Evelina London Children's Health care and are available for families with young children from the time of birth until your child starts reception class in school. 

Health Visitors provide support and advice on a wide range of areas including parenthood, maternal mood and well being, breastfeeding, healthy weight, minor illnesses and accidents, and preparing for school. Please come along to a child health clinic to speak to a member of the team about any questions you may have about the above or in relation to your baby or child's development.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,TT,Term Time,,Children's Centre Health Visiting
10049,North Lambeth Better Start Area: Henry Fawcett Children's Centre,020 7091 1282,,ccadmin@henryfawcett.lambeth.sch.uk,http://www.henryfawcett.org.uk/policies.html,https://www.lambeth.gov.uk/childrenscentres,02/01/2020,31/07/2021,28/01/2022,"Henry Fawcett children's centre is part of the North Lambeth Better Start area and is a children's centre delivery site for Better Start services funded by Lambeth Council. 
The Better Start offer in North Lambeth is managed and overseen by Henry Fawcett Primary School. Services available across the North Lambeth area include a wide range of activities, help and support for young children and their families.
These include health services like:
• ante-natal and post-natal care
• baby clinics
• groups to support breastfeeding and infant feeding
• support around children’s diet and nutrition.
Our speech and language therapists can support and guide you on children’s early communication and language skills. All centres welcome children with special educational needs and disabilities, and some centres provide additional specialist support groups and courses for these children and their parents and carers. These include specialist stay and play groups such as Sensory Sensations, advice sessions around being the parent of a child with Austism Spectrum Disorders, and parenting courses such as Stepping Stones (Positive Parenting Programme) and Early Bird. 
Centres also offer stay and play groups and activities for babies, toddlers and young children to attend with parents and carers. 
There are services for parents and carers too including:
• family learning courses
• parenting support groups
• ESOL classes
• support around training and employment. 
You can get information about accessing benefits or dealing with housing difficulties from a skilled advisor, and a Better Start worker can give you additional help and support about a wide range of topics including parenting and child development, finding childcare, and signposting to other services that may support you or your child.
They will aim to provide this support as soon as you need it so that by the time your child is 5 years old, they are happy, healthy and ready for school.
Some of the services are open to everyone with a child aged 0 to 4, and others are aimed at children of particular ages or particular groups. These might include dad groups, services to support young parents, or those for parents speaking English as an additional language. 
To register to use children's centre services or to make a professional referral, please visit www.lambeth.gov.uk/childrenscentres.
Other children's centre sites delivering the Lambeth Better Start offer in North Lambeth are St Stephen's Children's Centre and Ethelred Children's Centre.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Children's Centre
10052,Stay And Play At Liz Atkinson Children's Centre,020 4530 5735,07572 156 582,lizatkinsoncc@jsfederation.org.uk,,https://www.lambeth.gov.uk/childrenscentres,13/01/2022,21/07/2022,06/04/2022,"All our sessions are currently bookable to help us keep safe. 

Stay and play is a fun play based activity. Come along and enjoy playtime with your child, meet some other parents, and pick up tips on how to support your child's development. 

Stay and play vary, with indoor and outdoor play, but all include activities to develop communication and language, social and emotional needs of small children and their physical development. By attending these sessions, and repeating some favourite activities at home, you will ensure your child is fully supported across the developmental milestones.

You will also benefit from talking to other parents and carers, and from talking to children's centre staff, whose shared experience of early years will either answer your questions or signpost you to further support.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,TT,Term Time,,Children's Centre Stay And Play
10055,Toddler Story And Song Time At Stockwell Children's Centre,07398 131 353,,clericalofficer1@stockwell-pri.lambeth.sch.uk ,,https://www.lambeth.gov.uk/childrenscentres,26/04/2022,19/07/2022,06/04/2022,"All our sessions are small please book in advance. 

Story and Song Time is a communication and language session. Come along and enjoy books, stories, rhymes and songs with your child and pick up tips on to support your child's learning and development. Children's centres and libraries offer great opportunities for developing all areas of learning. Children learning and developing their communication and language is one of the most important milestones.
Songs, rhymes and stories are great fun, and parents / carers and their children love them. They are also key for improving learning in small children.

You will also benefit from talking to other parents and carers, and from talking to children's centre staff, whose shared experience of early years will either answer your questions or signpost you to further
support.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,TT,Term Time,,Children's Centre Stay And Play
10060,North Lambeth Better Start Area: St Stephen's Children's Centre,020 7735 1540,,ccadmin@st-stephens.lambeth.sch.uk,https://www.st-stephens.lambeth.sch.uk/Our-School/Special-Educational-Needs/,https://www.lambeth.gov.uk/childrenscentres,02/01/2020,,28/01/2022,"St Stephen’s children's centre is part of the North Lambeth Better Start area and is a children's centre delivery site for Better Start services funded by Lambeth Council. 
The Better Start offer in North Lambeth is managed and overseen by Henry Fawcett Primary School. Services available across the North Lambeth area include a wide range of activities, help and support for young children and their families.
These include health services like:
• ante-natal and post-natal care
• baby clinics
• groups to support breastfeeding and infant feeding
• support around children’s diet and nutrition.
Our speech and language therapists can support and guide you on children’s early communication and language skills. All centres welcome children with special educational needs and disabilities, and some centres provide additional specialist support groups and courses for these children and their parents and carers. These include specialist stay and play groups such as Sensory Sensations, advice sessions around being the parent of a child with Austism Spectrum Disorders, and parenting courses such as Stepping Stones (Positive Parenting Programme) and Early Bird. 
Centres also offer stay and play groups and activities for babies, toddlers and young children to attend with parents and carers. 
There are services for parents and carers too including:
• family learning courses
• parenting support groups
• ESOL classes
• support around training and employment. 
You can get information about accessing benefits or dealing with housing difficulties from a skilled advisor, and a Better Start worker can give you additional help and support about a wide range of topics including parenting and child development, finding childcare, and signposting to other services that may support you or your child.
They will aim to provide this support as soon as you need it so that by the time your child is 5 years old, they are happy, healthy and ready for school.
Some of the services are open to everyone with a child aged 0 to 4, and others are aimed at children of particular ages or particular groups. These might include dad groups, services to support young parents, or those for parents speaking English as an additional language. 
To register to use children's centre services or to make a professional referral, please visit www.lambeth.gov.uk/childrenscentres.
Other children's centre sites delivering the Lambeth Better Start offer in North Lambeth are Ethelred Children's Centre and Henry Fawcett Children's Centre.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Children's Centre
10061,Brixton Stockwell Better Start Area: Stockwell Children's Centre,020 7326 7328,,clericalofficer1@stockwell-pri.sch.uk,https://www.stockwell-pri.lambeth.sch.uk/Inclusion-and-SENCO/ ,https://www.lambeth.gov.uk/childrenscentres,02/01/2020,,28/01/2022,"Stockwell children's centre is part of the Brixton Stockwell Better Start area and is a children's centre delivery site for Better Start services funded by Lambeth Council. 
The Better Start offer in Brixton Stockwell is managed and overseen by the Jessop and Stockwell Federation. Services available across the Brixton Stockwell area include a wide range of activities, help and support for young children and their families.
These include health services like:
• ante-natal and post-natal care
• baby clinics
• groups to support breastfeeding and infant feeding
• support around children’s diet and nutrition.
Our speech and language therapists can support and guide you on children’s early communication and language skills. All centres welcome children with special educational needs and disabilities, and some centres provide additional specialist support groups and courses for these children and their parents and carers. These include specialist stay and play groups such as Sensory Sensations, advice sessions around being the parent of a child with Austism Spectrum Disorders, and parenting courses such as Stepping Stones (Positive Parenting Programme) and Early Bird. 
Centres also offer stay and play groups and activities for babies, toddlers and young children to attend with parents and carers. 
There are services for parents and carers too including:
• family learning courses
• parenting support groups
• ESOL classes
• support around training and employment. 
You can get information about accessing benefits or dealing with housing difficulties from a skilled advisor, and a Better Start worker can give you additional help and support about a wide range of topics including parenting and child development, finding childcare, and signposting to other services that may support you or your child.
They will aim to provide this support as soon as you need it so that by the time your child is 5 years old, they are happy, healthy and ready for school.
Some of the services are open to everyone with a child aged 0 to 4, and others are aimed at children of particular ages or particular groups. These might include dad groups, services to support young parents, or those for parents speaking English as an additional language. 
To register to use children's centre services or to make a professional referral, please visit www.lambeth.gov.uk/childrenscentres.
Other children's centre sites delivering the Lambeth Better Start offer in Brixton Stockwell are Jessop Children's Centre and Liz Atkinson Children’s Centre.
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,TT,Term Time,,Children's Centre
10062,Brixton Stockwell Better Start Area: Jessop Children's Centre,020 7737 5164,,ccadmin@jessop.lambeth.sch.uk,,https://www.lambeth.gov.uk/childrenscentres,02/01/2020,,28/01/2022,"Jessop children's centre is part of the Brixton Stockwell Better Start area and is a children's centre delivery site for Better Start services funded by Lambeth Council. 
The Better Start offer in Brixton Stockwell is managed and overseen by the Jessop and Stockwell Federation. Services available across the Brixton Stockwell area include a wide range of activities, help and support for young children and their families.
These include health services like:
• ante-natal and post-natal care
• baby clinics
• groups to support breastfeeding and infant feeding
• support around children’s diet and nutrition.
Our speech and language therapists can support and guide you on children’s early communication and language skills. All centres welcome children with special educational needs and disabilities, and some centres provide additional specialist support groups and courses for these children and their parents and carers. These include specialist stay and play groups such as Sensory Sensations, advice sessions around being the parent of a child with Austism Spectrum Disorders, and parenting courses such as Stepping Stones (Positive Parenting Programme) and Early Bird. 
Centres also offer stay and play groups and activities for babies, toddlers and young children to attend with parents and carers. 
There are services for parents and carers too including:
• family learning courses
• parenting support groups
• ESOL classes
• support around training and employment. 
You can get information about accessing benefits or dealing with housing difficulties from a skilled advisor, and a Better Start worker can give you additional help and support about a wide range of topics including parenting and child development, finding childcare, and signposting to other services that may support you or your child.
They will aim to provide this support as soon as you need it so that by the time your child is 5 years old, they are happy, healthy and ready for school.
Some of the services are open to everyone with a child aged 0 to 4, and others are aimed at children of particular ages or particular groups. These might include dad groups, services to support young parents, or those for parents speaking English as an additional language. 
To register to use children's centre services or to make a professional referral, please visit www.lambeth.gov.uk/childrenscentres.
Other children's centre sites delivering the Lambeth Better Start offer in Brixton Stockwell are Stockwell Children's Centre and Liz Atkinson Children’s Centre.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,TT,Term Time,,Children's Centre
10063,Brixton Stockwell Better Start Area: Liz Atkinson Children's Centre,020 4530 5735,,lizatkinson@jsfederation.or.uk,https://www.jsfederation.org.uk/docs/policies/Inclusion_Policy_2018.pdf,https://www.lambeth.gov.uk/childrenscentres,02/01/2020,,28/01/2022,"Liz Atkinson children's centre is part of the Brixton Stockwell Better Start area and is a children's centre delivery site for Better Start services funded by Lambeth Council. 
The Better Start offer in Brixton Stockwell is managed and overseen by the Jessop and Stockwell Federation. Services available across the Brixton Stockwell area include a wide range of activities, help and support for young children and their families.
These include health services like:
• ante-natal and post-natal care
• baby clinics
• groups to support breastfeeding and infant feeding
• support around children’s diet and nutrition.
Our speech and language therapists can support and guide you on children’s early communication and language skills. All centres welcome children with special educational needs and disabilities, and some centres provide additional specialist support groups and courses for these children and their parents and carers. These include specialist stay and play groups such as Sensory Sensations, advice sessions around being the parent of a child with Austism Spectrum Disorders, and parenting courses such as Stepping Stones (Positive Parenting Programme) and Early Bird. 
Centres also offer stay and play groups and activities for babies, toddlers and young children to attend with parents and carers. 
There are services for parents and carers too including:
• family learning courses
• parenting support groups
• ESOL classes
• support around training and employment. 
You can get information about accessing benefits or dealing with housing difficulties from a skilled advisor, and a Better Start worker can give you additional help and support about a wide range of topics including parenting and child development, finding childcare, and signposting to other services that may support you or your child.
They will aim to provide this support as soon as you need it so that by the time your child is 5 years old, they are happy, healthy and ready for school.
Some of the services are open to everyone with a child aged 0 to 4, and others are aimed at children of particular ages or particular groups. These might include dad groups, services to support young parents, or those for parents speaking English as an additional language. 
To register to use children's centre services or to make a professional referral, please visit www.lambeth.gov.uk/childrenscentres.
Other children's centre sites delivering the Lambeth Better Start offer in Brixton Stockwell are Stockwell Children's Centre and Jessop Children’s Centre.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Children's Centre
10064,Brixton Tulse Hill Better Start Area: Loughborough Children's Centre,020 7274 8374,,office@loughborough.lambeth.sch.uk,http://www.loughboroughprimarylambeth.org.uk/Parents/SEN/,https://www.lambeth.gov.uk/childrenscentres,02/01/2020,,28/01/2022,"Loughborough children's centre is part of the Brixton Tulse Hill Better Start area and is a children's centre delivery site for Better Start services funded by Lambeth Council. 
The Better Start offer in Brixton Tulse Hill is managed and overseen by the Jubilee Primary School. Services available across the Brixton Tulse Hill area include a wide range of activities, help and support for young children and their families.
These include health services like:
• ante-natal and post-natal care
• baby clinics
• groups to support breastfeeding and infant feeding
• support around children’s diet and nutrition.
Our speech and language therapists can support and guide you on children’s early communication and language skills. All centres welcome children with special educational needs and disabilities, and some centres provide additional specialist support groups and courses for these children and their parents and carers. These include specialist stay and play groups such as Sensory Sensations, advice sessions around being the parent of a child with Austism Spectrum Disorders, and parenting courses such as Stepping Stones (Positive Parenting Programme) and Early Bird. 
Centres also offer stay and play groups and activities for babies, toddlers and young children to attend with parents and carers. 
There are services for parents and carers too including:
• family learning courses
• parenting support groups
• ESOL classes
• support around training and employment. 
You can get information about accessing benefits or dealing with housing difficulties from a skilled advisor, and a Better Start worker can give you additional help and support about a wide range of topics including parenting and child development, finding childcare, and signposting to other services that may support you or your child.
They will aim to provide this support as soon as you need it so that by the time your child is 5 years old, they are happy, healthy and ready for school.
Some of the services are open to everyone with a child aged 0 to 4, and others are aimed at children of particular ages or particular groups. These might include dad groups, services to support young parents, or those for parents speaking English as an additional language. 
To register to use children's centre services or to make a professional referral, please visit www.lambeth.gov.uk/childrenscentres.
Other children's centre sites delivering the Lambeth Better Start offer in Brixton Tulse Hill are Jubilee Children's Centre and Effra at Brockwell Children’s Centre.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Children's Centre
10065,Brixton Tulse Hill Better Start Area: Jubilee Children's Centre,020 8678 9160,,admin@jubilee.lambeth.sch.uk,http://www.jubilee.lambeth.sch.uk/sen-and-inclusion/send,https://www.lambeth.gov.uk/childrenscentres,03/01/2020,,28/01/2022,"Jubilee children's centre is part of the Brixton Tulse Hill Better Start area and is a children's centre delivery site for Better Start services funded by Lambeth Council. 
The Better Start offer in Brixton Tulse Hill is managed and overseen by the Jubilee Primary School. Services available across the Brixton Tulse Hill area include a wide range of activities, help and support for young children and their families.
These include health services like:
• ante-natal and post-natal care
• baby clinics
• groups to support breastfeeding and infant feeding
• support around children’s diet and nutrition.
Our speech and language therapists can support and guide you on children’s early communication and language skills. All centres welcome children with special educational needs and disabilities, and some centres provide additional specialist support groups and courses for these children and their parents and carers. These include specialist stay and play groups such as Sensory Sensations, advice sessions around being the parent of a child with Austism Spectrum Disorders, and parenting courses such as Stepping Stones (Positive Parenting Programme) and Early Bird. 
Centres also offer stay and play groups and activities for babies, toddlers and young children to attend with parents and carers. 
There are services for parents and carers too including:
• family learning courses
• parenting support groups
• ESOL classes
• support around training and employment. 
You can get information about accessing benefits or dealing with housing difficulties from a skilled advisor, and a Better Start worker can give you additional help and support about a wide range of topics including parenting and child development, finding childcare, and signposting to other services that may support you or your child.
They will aim to provide this support as soon as you need it so that by the time your child is 5 years old, they are happy, healthy and ready for school.
Some of the services are open to everyone with a child aged 0 to 4, and others are aimed at children of particular ages or particular groups. These might include dad groups, services to support young parents, or those for parents speaking English as an additional language. 
To register to use children's centre services or to make a professional referral, please visit www.lambeth.gov.uk/childrenscentres.
Other children's centre sites delivering the Lambeth Better Start offer in Brixton Tulse Hill are Loughborough Children's Centre and Effra at Brockwell Children’s Centre.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,TT,Term Time,,Children's Centre
10068,Brixton Tulse Hill Better Start Area: Effra At Brockwell Children's Centre,020 8671 4883,,admin@jubilee.lambeth.sch.uk,https://effra.lambeth.sch.uk/policies/send-policies/ ,https://www.lambeth.gov.uk/childrenscentres,03/01/2020,,28/04/2022,"Effra at Brockwell children's centre is part of the Brixton Tulse Hill Better Start area and is a children's centre delivery site for Better Start services funded by Lambeth Council. 

The Better Start offer in Brixton Tulse Hill is managed and overseen by the Jubilee Primary School. Services available across the Brixton Tulse Hill area include a wide range of activities, help and support for young children and their families.

These include health services like:
• ante-natal and post-natal care
• baby clinics
• groups to support breastfeeding and infant feeding
• support around children’s diet and nutrition.

Our speech and language therapists can support and guide you on children’s early communication and language skills. All centres welcome children with special educational needs and disabilities, and some centres provide additional specialist support groups and courses for these children and their parents and carers. These include specialist stay and play groups such as Sensory Sensations, advice sessions around being the parent of a child with Austism Spectrum Disorders, and parenting courses such as Stepping Stones (Positive Parenting Programme) and Early Bird. 

Centres also offer stay and play groups and activities for babies, toddlers and young children to attend with parents and carers. 

There are services for parents and carers too including:
• family learning courses
• parenting support groups
• ESOL classes
• support around training and employment. 

You can get information about accessing benefits or dealing with housing difficulties from a skilled advisor, and a Better Start worker can give you additional help and support about a wide range of topics including parenting and child development, finding childcare, and signposting to other services that may support you or your child.

They will aim to provide this support as soon as you need it so that by the time your child is 5 years old, they are happy, healthy and ready for school.

Some of the services are open to everyone with a child aged 0 to 4, and others are aimed at children of particular ages or particular groups. These might include dad groups, services to support young parents, or those for parents speaking English as an additional language. 

To register to use children's centre services or to make a professional referral, please visit www.lambeth.gov.uk/childrenscentres.
Other children's centre sites delivering the Lambeth Better Start offer in Brixton Tulse Hill are Loughborough Children's Centre and Jubilee Children’s Centre.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Children's Centre
10069,Baby Explorers At Henry Fawcett Children's Centre,020 7091 1282,,ccadmin@henryfawcett.lambeth.sch.uk ,,https://www.lambeth.gov.uk/children-young-people-and-families/childrens-centres,18/04/2022,11/07/2022,05/04/2022,"Come along and enjoy playtime with your baby, meet some other parents, and pick up tips on how to support your baby's development. 

Our baby sessions vary but include activities that support your child's development using sensory play. All baby sesions are set in a warm, welcoming and friendly envirionment with blankets, toys, bean bags or low chairs. 

These sessions often also include story, rhymes and songs that you can share with your baby at home or when out and about. 

You will also benefit from talking to other parents and carers, and from talking to children's centre staff, whose shared experience of early years will either answer you questions or signpost you to further support.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,TT,Term Time,,Children's Centre Stay And Play
10070,Norwood Better Start Area: Benton's Lane Children's Centre,020 3409 0704,,admin@hitherfield.co.uk,,https://www.lambeth.gov.uk/childrenscentres,03/01/2020,,28/01/2022,"Benton’s Lane children's centre is part of the Norwood Better Start area and is a children's centre delivery site for Better Start services funded by Lambeth Council. 
The Better Start offer in Norwood is managed and overseen by the Hitherfield Primary School. Services available across the Norwood area include a wide range of activities, help and support for young children and their families.
These include health services like:
• ante-natal and post-natal care
• baby clinics
• groups to support breastfeeding and infant feeding
• support around children’s diet and nutrition.
Our speech and language therapists can support and guide you on children’s early communication and language skills. All centres welcome children with special educational needs and disabilities, and some centres provide additional specialist support groups and courses for these children and their parents and carers. These include specialist stay and play groups such as Sensory Sensations, advice sessions around being the parent of a child with Austism Spectrum Disorders, and parenting courses such as Stepping Stones (Positive Parenting Programme) and Early Bird. 
Centres also offer stay and play groups and activities for babies, toddlers and young children to attend with parents and carers. 
There are services for parents and carers too including:
• family learning courses
• parenting support groups
• ESOL classes
• support around training and employment. 
You can get information about accessing benefits or dealing with housing difficulties from a skilled advisor, and a Better Start worker can give you additional help and support about a wide range of topics including parenting and child development, finding childcare, and signposting to other services that may support you or your child.
They will aim to provide this support as soon as you need it so that by the time your child is 5 years old, they are happy, healthy and ready for school.
Some of the services are open to everyone with a child aged 0 to 4, and others are aimed at children of particular ages or particular groups. These might include dad groups, services to support young parents, or those for parents speaking English as an additional language. 
To register to use children's centre services or to make a professional referral, please visit www.lambeth.gov.uk/childrenscentres.
Other children's centre sites delivering the Lambeth Better Start offer in Norwood are Rosendale Children's Centre and Crown Lane Children’s Centre.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Children's Centre
10071,Norwood Better Start Area: Rosendale Children's Centre,020 8670 4962,,admin@hitherfield.co.uk,http://www.rosendale.cc/wp-content/uploads/2019/04/Rosendale-SEND-Offer-January-2019.pdf,https://www.lambeth.gov.uk,03/01/2020,,28/01/2022,"Rosendale children's centre is part of the Norwood Better Start area and is a children's centre delivery site for Better Start services funded by Lambeth Council. 
The Better Start offer in Norwood is managed and overseen by the Hitherfield Primary School. Services available across the Norwood area include a wide range of activities, help and support for young children and their families.
These include health services like:
• ante-natal and post-natal care
• baby clinics
• groups to support breastfeeding and infant feeding
• support around children’s diet and nutrition.
Our speech and language therapists can support and guide you on children’s early communication and language skills. All centres welcome children with special educational needs and disabilities, and some centres provide additional specialist support groups and courses for these children and their parents and carers. These include specialist stay and play groups such as Sensory Sensations, advice sessions around being the parent of a child with Austism Spectrum Disorders, and parenting courses such as Stepping Stones (Positive Parenting Programme) and Early Bird. 
Centres also offer stay and play groups and activities for babies, toddlers and young children to attend with parents and carers. 
There are services for parents and carers too including:
• family learning courses
• parenting support groups
• ESOL classes
• support around training and employment. 
You can get information about accessing benefits or dealing with housing difficulties from a skilled advisor, and a Better Start worker can give you additional help and support about a wide range of topics including parenting and child development, finding childcare, and signposting to other services that may support you or your child.
They will aim to provide this support as soon as you need it so that by the time your child is 5 years old, they are happy, healthy and ready for school.
Some of the services are open to everyone with a child aged 0 to 4, and others are aimed at children of particular ages or particular groups. These might include dad groups, services to support young parents, or those for parents speaking English as an additional language. 
To register to use children's centre services or to make a professional referral, please visit www.lambeth.gov.uk/childrenscentres.
Other children's centre sites delivering the Lambeth Better Start offer in Norwood are Benton’s Lane Children's Centre and Crown Lane Children’s Centre.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Children's Centre
10072,Norwood Better Start Area: Crown Lane Children's Centre,020 8670 4713,,admin@hitherfield.co.uk,https://www.crownlane.lambeth.sch.uk/page/?title=Policies&pid=11,https://lambeth.gov.uk.childrenscentre,03/01/2020,,28/01/2022,"Crown Lane children's centre is part of the Norwood Better Start area and is a children's centre delivery site for Better Start services funded by Lambeth Council. 
The Better Start offer in Norwood is managed and overseen by the Hitherfield Primary School. Services available across the Norwood area include a wide range of activities, help and support for young children and their families.
These include health services like:
• ante-natal and post-natal care
• baby clinics
• groups to support breastfeeding and infant feeding
• support around children’s diet and nutrition.
Our speech and language therapists can support and guide you on children’s early communication and language skills. All centres welcome children with special educational needs and disabilities, and some centres provide additional specialist support groups and courses for these children and their parents and carers. These include specialist stay and play groups such as Sensory Sensations, advice sessions around being the parent of a child with Austism Spectrum Disorders, and parenting courses such as Stepping Stones (Positive Parenting Programme) and Early Bird. 
Centres also offer stay and play groups and activities for babies, toddlers and young children to attend with parents and carers. 
There are services for parents and carers too including:
• family learning courses
• parenting support groups
• ESOL classes
• support around training and employment. 
You can get information about accessing benefits or dealing with housing difficulties from a skilled advisor, and a Better Start worker can give you additional help and support about a wide range of topics including parenting and child development, finding childcare, and signposting to other services that may support you or your child.
They will aim to provide this support as soon as you need it so that by the time your child is 5 years old, they are happy, healthy and ready for school.
Some of the services are open to everyone with a child aged 0 to 4, and others are aimed at children of particular ages or particular groups. These might include dad groups, services to support young parents, or those for parents speaking English as an additional language. 
To register to use children's centre services or to make a professional referral, please visit www.lambeth.gov.uk/childrenscentres.
Other children's centre sites delivering the Lambeth Better Start offer in Norwood are Rosendale Children's Centre and Benton’s Lane Children’s Centre.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Children's Centre
10074,Streatham Better Start Area: Hitherfield Children's Centre,020 8835 9569,,admin@hitherfield.co.uk,http://www.hitherfield.co.uk/Special-Educational-Needs-and-Disabilities,https://www.lambeth.gov.uk/childrenscentres,03/01/2020,,28/01/2022,"Hitherfield children's centre is part of the Streatham Better Start area and is a children's centre delivery site for Better Start services funded by Lambeth Council. 
The Better Start offer in Streatham is managed and overseen by the Hitherfield Primary School. Services available across the Streatham area include a wide range of activities, help and support for young children and their families.
These include health services like:
• ante-natal and post-natal care
• baby clinics
• groups to support breastfeeding and infant feeding
• support around children’s diet and nutrition.
Our speech and language therapists can support and guide you on children’s early communication and language skills. All centres welcome children with special educational needs and disabilities, and some centres provide additional specialist support groups and courses for these children and their parents and carers. These include specialist stay and play groups such as Sensory Sensations, advice sessions around being the parent of a child with Austism Spectrum Disorders, and parenting courses such as Stepping Stones (Positive Parenting Programme) and Early Bird. 
Centres also offer stay and play groups and activities for babies, toddlers and young children to attend with parents and carers. 
There are services for parents and carers too including:
• family learning courses
• parenting support groups
• ESOL classes
• support around training and employment. 
You can get information about accessing benefits or dealing with housing difficulties from a skilled advisor, and a Better Start worker can give you additional help and support about a wide range of topics including parenting and child development, finding childcare, and signposting to other services that may support you or your child.
They will aim to provide this support as soon as you need it so that by the time your child is 5 years old, they are happy, healthy and ready for school.
Some of the services are open to everyone with a child aged 0 to 4, and others are aimed at children of particular ages or particular groups. These might include dad groups, services to support young parents, or those for parents speaking English as an additional language. 
To register to use children's centre services or to make a professional referral, please visit www.lambeth.gov.uk/childrenscentres.
Other children's centre sites delivering the Lambeth Better Start offer in Streatham are Sunnyhill Children's Centre and Streatham Hub Children’s Centre.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Children's Centre
10076,Streatham Better Start Area: Sunnyhill Children's Centre,07593 437 597,,admin@hitherfield.lambeth.sch.uk,https://www.sunnyhillprimary.com/page/?title=SEND+Offer&pid=31,https://www.lambeth.gov.uk/childrenscentres,03/01/2020,,28/01/2022,"Sunnyhill children's centre is part of the Streatham Better Start area and is a children's centre delivery site for Better Start services funded by Lambeth Council. 
The Better Start offer in Streatham is managed and overseen by the Hitherfield Primary School. Services available across the Streatham area include a wide range of activities, help and support for young children and their families.
These include health services like:
• ante-natal and post-natal care
• baby clinics
• groups to support breastfeeding and infant feeding
• support around children’s diet and nutrition.
Our speech and language therapists can support and guide you on children’s early communication and language skills. All centres welcome children with special educational needs and disabilities, and some centres provide additional specialist support groups and courses for these children and their parents and carers. These include specialist stay and play groups such as Sensory Sensations, advice sessions around being the parent of a child with Austism Spectrum Disorders, and parenting courses such as Stepping Stones (Positive Parenting Programme) and Early Bird. 
Centres also offer stay and play groups and activities for babies, toddlers and young children to attend with parents and carers. 
There are services for parents and carers too including:
• family learning courses
• parenting support groups
• ESOL classes
• support around training and employment. 
You can get information about accessing benefits or dealing with housing difficulties from a skilled advisor, and a Better Start worker can give you additional help and support about a wide range of topics including parenting and child development, finding childcare, and signposting to other services that may support you or your child.
They will aim to provide this support as soon as you need it so that by the time your child is 5 years old, they are happy, healthy and ready for school.
Some of the services are open to everyone with a child aged 0 to 4, and others are aimed at children of particular ages or particular groups. These might include dad groups, services to support young parents, or those for parents speaking English as an additional language. 
To register to use children's centre services or to make a professional referral, please visit www.lambeth.gov.uk/childrenscentres.
Other children's centre sites delivering the Lambeth Better Start offer in Streatham are Hitherfield Children's Centre and Streatham Hub Children’s Centre.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Children's Centre
